HMDB	Compound.Name	Pipe.ID	Tau.Method	Z.Transformation	HAKN.Adjustment	N.Datasets	Predictability.rho	Lower.Predictability.rho	Upper.Predictability.rho	Pval.rho	Lower.pred.interval	Upper.pred.interval	Q	Pval.Q	I2	Lower.I2	Upper.I2	FDR.rho
HMDB0000827	Stearic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	4	0.345011673387989	0.0567284569823874	0.580191365159785	0.032466691826126	-0.300027819899553	1.01956837748666	5.57780585374664	0.134058323633748	0.46215410169128	0	0.821162711017797	0.0947680458177335
HMDB0000672	Hexadecanedioic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	5	-0.00122577847001563	-0.117428664055528	0.115010220243	0.978140542705538	-0.135044940065898	0.132593381898018	2.41173066666644	0.660508385114803	0	0	0.655078795116757	0.981736647641955
HMDB0001999	Eicosapentaenoic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	5	0.381157748584275	0.188240807543718	0.54575411185116	0.00615140522594228	-0.0645311730238992	0.867358151737499	8.10470341980905	0.0878172006910682	0.506459423274709	0	0.818921221294047	0.0461896006922615
HMDB0002925	Dihomo-gamma-linolenic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	4	0.549343225113884	0.239795797631119	0.757499990904035	0.0133198614571543	-0.313824237813365	1.54870461371985	8.90740432768551	0.0305476686600775	0.663201546754135	0.0134672683315938	0.885018312654492	0.0626952099621229
HMDB0002231	11Z-Eicosenoic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	4	0.258936897544555	0.00117274441174894	0.48443601495369	0.0494605878502457	-0.310063281119073	0.840000412635147	4.96041504928965	0.174718803304461	0.395211898562881	0	0.794360416188402	0.109793956763216
HMDB0004705	12,13-DHOME	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	4	0.385107545212457	0.179704340139962	0.558333461546957	0.0104017535762566	0.00133333458315571	0.810752348745801	3.69156155926026	0.296753789848481	0.187335778683003	0	0.87556352268844	0.060460770477093
HMDB0004704	9,10-DHOME	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	4	0.322473570954703	0.0163423825045693	0.573328244458525	0.0441906272525656	-0.412069456821195	1.08088007454478	6.58731060028006	0.0862820604009215	0.544578936376181	0	0.849335702235566	0.105917044880476
HMDB0002183	Docosahexaenoic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	5	0.344056965440771	0.0257246645655313	0.59903685067353	0.0402981309149048	-0.503039767298229	1.22041372487234	19.4423967835824	0.000643251064376908	0.794264048587996	0.512238530555449	0.9132213502809	0.102462862068203
HMDB0002121	Carnosol	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	3	0.157176432742613	-0.40551986192681	0.633486419126948	0.366360922847942	-2.53218504054924	2.8491656030962	4.44426871960731	0.108377545116813	0.549982207156746	0	0.871410543968545	0.431105741109863
HMDB0002226	Adrenic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	4	0.516788370744708	0.39480636967598	0.620866899892004	0.00131363883274355	0.363109659116159	0.78078609188997	1.46298192479851	0.690840052319939	0	0	0.68600779789102	0.0239996665095535
HMDB0002068	Erucic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	4	0.0636242888123374	-0.309740639705838	0.419989437529543	0.634031612708301	-0.970202681802111	1.09762338054715	10.7032857436444	0.0134434412605165	0.719712238666394	0.204788946566947	0.901207070985441	0.676135274489711
HMDB0002100	Palmitoylethanolamide	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	5	0.432964259847298	0.288098630518076	0.558456002336988	0.00152735775859422	0.188029514916624	0.739048636289859	5.0152175159969	0.285739644062513	0.202427414715053	0	0.659219822887162	0.0239996665095535
HMDB0000761	Lithocholic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	3	0.308429866599351	-0.00320410675864842	0.565459440322674	0.0509342039072186	-0.632131544550919	1.26975009867681	1.0866182984875	0.580823038602031	0	0	0.80854350622351	0.110757897011013
HMDB0000518	Chenodeoxycholic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	4	0.335893340533304	-0.0749151986882576	0.649231181347925	0.0790167872688348	-0.640757313705193	1.33967006138115	7.20265774423213	0.0657113598625621	0.583487081223262	0	0.861471181802667	0.142858165062198
HMDB0000626	Deoxycholic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	6	0.230180277778668	0.0182465402267815	0.422319022104279	0.0385530050151488	-0.289457753709638	0.758217398185448	13.1696992714298	0.0218393530982068	0.620340609383014	0.0752476280103277	0.844129891147475	0.0992921732937322
HMDB0000391	7-Ketodeoxycholic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	3	0.479243173238847	0.26966416341007	0.645474013030846	0.0117378052574576	-0.202986235373291	1.24698891237022	1.13945577132039	0.56567934722034	0	0	0.817421496526612	0.060460770477093
HMDB0000506	alpha-Muricholic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	3	0.346237633971894	-0.486056937830295	0.84918122376736	0.223630540219082	-5.04413382079643	5.76645893295785	14.9123699044798	0.000577856521826945	0.865883155205318	0.614468624814079	0.953344061688867	0.284137893716603
HMDB0000631	Deoxycholic acid glycine conjugate	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	5	0.00182114170197155	-0.269243130477266	0.272618057122579	0.986353386552695	-0.590962212314373	0.594604499744937	9.02487417579998	0.0604807431400377	0.556780524350586	0	0.836138423345366	0.986353386552695
HMDB0000708	Glycoursodeoxycholic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	3	0.267233378639415	-0.435176484973277	0.767423309171767	0.252351925422806	-4.10949097143339	4.6572550697442	10.3675752929111	0.00560672983537279	0.807090863244803	0.394967828892842	0.938492634242016	0.308933074620745
HMDB0000619	Cholic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	6	0.416983058488283	0.224493310674826	0.578154500003882	0.00321065913389664	-0.10314106756979	0.991210106162945	13.6504381042465	0.0179891820591088	0.633711389933738	0.112762954027233	0.848780721597155	0.0367449442934421
HMDB0002392	Maslinic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	3	0.14749289636917	-0.210207355300674	0.470366992401033	0.219415280858592	-1.02981071029344	1.32696391985328	2.14258592876372	0.342565306212907	0.0665485229084792	0	0.90290231691112	0.28122240222721
HMDB0000722	Lithocholyltaurine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	3	0.338375201142777	-0.0660363014406593	0.647304662722802	0.0684688493246945	-1.46466769369118	2.16918068829356	3.02859787456195	0.219962338200765	0.339628407984248	0	0.783561235982554	0.134474790400299
HMDB0000951	Taurochenodesoxycholic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	4	0.408369621336915	0.0661340595973668	0.664637441388341	0.0329778914017754	-0.49189576649286	1.35920170439034	7.85558260994235	0.0490925992789109	0.618105982845489	0	0.871863176314045	0.0947680458177335
HMDB0000896	Taurodeoxycholic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	3	0.349807427254684	-0.104289462033535	0.683214925912707	0.0789683539335493	-1.88062390842941	2.61107253843522	3.80738144400784	0.149017620445678	0.474704589121835	0	0.846171171809827	0.142858165062198
HMDB0002364	Oleanolic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	3	0.223173448821652	-0.509863738784528	0.768450419744469	0.341621716133927	-4.48357434472243	4.9375611961837	11.7102980108978	0.00286510865250529	0.829210153478694	0.479315637209808	0.943979167112946	0.407260823164027
HMDB0001043	Arachidonic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	4	0.390000987208517	-0.0710085926541829	0.713722459571956	0.0729349415607584	-0.889132189158831	1.71273458671384	15.1994883721802	0.00165386934209325	0.802624935356974	0.479144940397095	0.925205841002026	0.141145477299166
HMDB0029377	Piperine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	4	-0.122065080587884	-0.365441169617772	0.136932200823577	0.230860101264985	-0.722244362919324	0.476890741641247	5.31894833560185	0.149877576995447	0.435978729118348	0	0.811214093077951	0.291781516876578
HMDB0012252	Linoleoyl ethanolamide	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	4	0.493111163211563	0.456902032173359	0.527688807806682	0.0000443063981832171	0.476924743413488	0.603400784900926	0.165251489235903	0.982993754790944	0	0	0	0.00664075594656379
HMDB0013078	Stearoylethanolamide	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	3	0.462679581996322	0.00719414597809786	0.759162986924409	0.0486759634038234	-2.18819468381263	3.18962544835273	6.86874935647323	0.0322455677840901	0.708826178361689	0.00895760348290948	0.91445149601529	0.109793956763216
HMDB0011564	(2S)-1-O-Hexadecanoylglycerol	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	3	0.279842164287468	0.0412960625670165	0.488205886641748	0.0373985839601705	-0.439518924948831	1.01454056085575	1.55840241131166	0.458772329721449	0	0	0.866504230234929	0.0972363182964434
HMDB0002088	Oleoylethanolamide	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	3	0.328920666352254	-0.418156045156873	0.810570519067717	0.202792350197328	-4.30315450146535	4.98638950220803	17.0308670340101	0.000200352244709343	0.882566166713294	0.673400851426779	0.957774828070876	0.263630055256526
HMDB0000067	Cholesterol	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	4	0.465085073252947	0.30395214338752	0.600348928101242	0.00348825298612575	0.247020120511121	0.760540750908205	2.78833513899742	0.425423762482984	0	0	0.835254769131415	0.0367449442934421
HMDB0000852	beta-Sitosterol	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	3	0.421447897401617	0.287392666030205	0.539309093654561	0.00626012903155193	-0.00452864377577283	0.903431313371605	0.607643217954887	0.737992505946365	0	0	0.657627826075338	0.0461896006922615
HMDB0000252	Sphingosine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	5	0.247163815731851	0.0777295864453695	0.402721436286562	0.0159215274898819	-0.0645231716463099	0.569302823207128	5.56321588568367	0.234228383448969	0.280991411767146	0	0.71834847802653	0.0668704154575041
HMDB0000660	D-Fructose	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	4	0.337297628626466	-0.0724001331833714	0.64960048637935	0.0778213314611087	-0.73023377704511	1.4323139612283	13.6765611824073	0.0033801609978908	0.78064661430689	0.407813994400842	0.918748657752647	0.142858165062198
HMDB0000134	Fumaric acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	6	0.171446218583849	-0.108342313234741	0.426067305583058	0.175207989951852	-0.518975807823744	0.865288407590519	21.5006690101423	0.000651293556889457	0.767449096693624	0.480573973020981	0.89588522750171	0.234695868927981
HMDB0000143	D-Galactose	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	4	0.320482021549955	-0.180742948733974	0.689561395113709	0.132382778049209	-1.03430983710583	1.69867826227659	18.73271948158	0.000310486718563947	0.839852403547177	0.596490982083184	0.936439456094378	0.192236693656564
HMDB0000122	D-Glucose	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	7	0.461687149255141	0.280305241822517	0.611236767040903	0.00117233792489772	-0.091486333913788	1.09039306501436	22.0190057199399	0.00120130834956135	0.727508132005863	0.412856587871725	0.873537168962202	0.0239996665095535
HMDB0000237	Propionic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	6	0.116717276111265	-0.11117245050452	0.33294537825533	0.24501618528709	-0.312303526886698	0.546806848941436	9.55649436993746	0.0888224985387886	0.476795589842144	0	0.792635681853086	0.304042811742616
HMDB0002329	Oxalic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	4	0.252247351587801	0.0570673370919371	0.428855536028631	0.0264466946200552	-0.0199245587908023	0.535547416757818	3.0339365040335	0.386422373185251	0.0111856342373638	0	0.84859112390704	0.0875059909663895
HMDB0000190	L-Lactic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	8	0.158801292110218	-0.0344884948876943	0.340639372689401	0.0927793517158115	-0.400053932290614	0.720367405431551	28.2562330574219	0.000197579365985773	0.75226704898085	0.501561370904754	0.876872273860361	0.156350389002571
HMDB0000452	L-alpha-Aminobutyric acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	5	0.275917891892672	0.0197949520423279	0.498056967951476	0.0405347586203878	-0.376987803125105	0.943504121969494	13.005442020215	0.0112492338596624	0.6924364436224	0.211401679699325	0.880046230410978	0.102462862068203
HMDB0000691	Malonic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	4	0.353882532167727	-0.0917682424962867	0.681429298677672	0.084060863189055	-0.913426263455251	1.65317663100853	15.9203596681744	0.00117742310641143	0.811562046176812	0.507751667926172	0.927863925325105	0.149016984744234
HMDB0000008	2-Hydroxybutyric acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	4	0.254968495445727	-0.189701753404307	0.612846304159236	0.164235963829372	-0.926576395786331	1.44801563832887	17.5027571059198	0.000556912830349392	0.828598432701478	0.561545317892848	0.932995361958046	0.223072684047905
HMDB0000187	L-Serine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	6	0.202995806414369	-0.116926904762432	0.484749805781705	0.16262588415298	-0.619985192005326	1.03169548154425	30.1213853451768	0.000013958974671547	0.834004978765008	0.65237010146138	0.920736544265498	0.223072684047905
HMDB0000139	Glyceric acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	5	0.289740349422131	-0.0172896783702876	0.546836434343392	0.0585339425228022	-0.590947564549026	1.18751315390675	21.0714045786656	0.000306511428484898	0.810169275376643	0.557290258955346	0.918601962708126	0.118368639323889
HMDB0000300	Uracil	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	7	0.282005054949489	0.0818242822384721	0.460314619893024	0.0142775119640793	-0.210122736408287	0.789840788195634	16.8069672143029	0.0100194721221448	0.643005194007046	0.194554585907306	0.841770417614818	0.0659419383655216
HMDB0000162	L-Proline	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	8	0.225072972888563	-0.0441865021019186	0.463847244305274	0.0879299139304393	-0.462290273313324	0.920277097868633	39.9944818627021	0.00000126185514394124	0.824975854818411	0.668101124832438	0.907702454908651	0.151929534829177
HMDB0000019	alpha-Ketoisovaleric acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	3	0.127047886252668	-0.680801630444837	0.795444021510875	0.624197863017082	-4.78928424663592	5.04476054798109	12.0061696970023	0.00247111738387363	0.833418979535216	0.495154860440386	0.945034161558345	0.668258888641817
HMDB0000535	Caproic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	5	0.323519023824964	0.0844863387076033	0.52734255049755	0.0205881391515242	-0.188196228224563	0.859341297402418	9.42812972132558	0.0512451548095096	0.57573770002842	0	0.842429994881312	0.0754863295838214
HMDB0000883	L-Valine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	9	0.222223561252449	-0.0757724386457359	0.483778720300112	0.122597672779643	-0.604134030088036	1.05612197101245	63.1357649541849	0.000000000112644982683376	0.873288935268223	0.780415208331617	0.926881575889336	0.179941745531411
HMDB0000254	Succinic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	8	0.217452936434665	-0.00595863622067044	0.42018843456619	0.0547859153390029	-0.38889554075873	0.830857673325416	31.643112000074	0.0000472931122906418	0.778782820097352	0.563442969267272	0.887902296288887	0.112455299906374
HMDB0000167	L-Threonine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	7	0.264033080949097	0.0498118262993005	0.455029178621631	0.0240106172127901	-0.264873833515246	0.805751408739496	21.5827743178574	0.00144069590497609	0.722000521729236	0.398868965589699	0.871436167000376	0.0850282228938599
HMDB0011718	4-Hydroxybenzaldehyde	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	4	0.0721425321500873	-0.246946406202217	0.377117055113742	0.529504282960617	-0.728323809976667	0.872859971553397	7.14805867056821	0.0673254112635006	0.580305627267392	0	0.860499068729324	0.58524157590384
HMDB0000262	Thymine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	7	0.267813434065393	0.0425438120226093	0.467170011227157	0.0274769547918305	-0.35882378774176	0.907837424913376	28.8688818189617	0.0000644129253828434	0.792163754813009	0.573399447476121	0.898743907953544	0.0875059909663895
HMDB0000766	N-Acetyl-L-alanine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	5	0.361432832846572	0.205294042119584	0.499629890160037	0.00349951850413734	0.108214420721652	0.648851691805532	4.90485935681066	0.29719956178362	0.184482222829532	0	0.830401447445098	0.0367449442934421
HMDB0000168	L-Asparagine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	7	0.167992209465977	0.0463331982425031	0.284740485043781	0.0150879119446971	-0.0424216539207084	0.381621342908883	7.88664264543833	0.246526379769284	0.239219998959833	0	0.664328934550053	0.0659419383655216
HMDB0000191	L-Aspartic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	7	0.273190150733368	0.109525022839195	0.422433098005126	0.00690732294745118	-0.125319060431968	0.685935131993476	14.8674799204821	0.0213128470066277	0.596434632359305	0.0721832726768427	0.824464249066892	0.0496236622277414
HMDB0000156	Malic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	7	0.198576323391221	-0.0282667903174596	0.405968211807585	0.0755758465030729	-0.365057846847542	0.767557839298897	23.5705916472723	0.000626255211357666	0.745445507274979	0.458106850386441	0.880422939812577	0.142858165062198
HMDB0000034	Adenine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	6	0.171576939543033	-0.0953257484035852	0.415464735809228	0.158511197632296	-0.458500060934585	0.805082026339504	20.2736397556657	0.00111024163342411	0.753374329412029	0.442983683114076	0.890803519485727	0.219662725652878
HMDB0000613	Erythronic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	5	0.294788931347938	0.0768743869484545	0.48582391359863	0.0204837143780999	-0.222378573169385	0.829984400479498	9.41459377895132	0.0515320478096054	0.575127711941964	0	0.842228851752722	0.0754863295838214
HMDB0000157	Hypoxanthine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	8	0.307661693791499	0.1287884456696	0.467146043926611	0.00525892103285516	-0.15767248935	0.793593626064666	21.6393888079197	0.00293056285751587	0.676515817422805	0.319273292507992	0.846278961548068	0.0454331791862288
HMDB0000209	Phenylacetic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	6	0.278405928828827	-0.00304772510762147	0.518988367039785	0.0516748348768562	-0.553525315963116	1.12543177617055	30.9385072751465	0.00000963279149987014	0.838389100174313	0.663274473022714	0.922435096688615	0.110757897011013
HMDB0000840	Salicyluric acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	3	0.0968357693320575	-0.0890047333747954	0.276160903235106	0.154152772331502	-0.453263486090736	0.647543817095004	0.821873591283426	0.663028836588567	0	0	0.746870891450692	0.214712790033163
HMDB0000482	Caprylic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	5	-0.124471632918876	-0.36408882193055	0.130600318421109	0.247033990463249	-0.817228268128731	0.566987275649932	15.1202196798209	0.00445825957881795	0.735453579068146	0.340551608130102	0.893873713711837	0.305159635278131
HMDB0000208	Oxoglutaric acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	5	0.134001475233167	-0.280165833864404	0.506110215458596	0.425886768478148	-0.868472460994201	1.13809704113365	22.7277783947403	0.000143509526981366	0.824003915801745	0.595883517159366	0.923352243800126	0.488933589668288
HMDB0000641	L-Glutamine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	7	0.221749419328849	-0.00562190655723905	0.427319264304884	0.0542188336470385	-0.369431050314355	0.820421555740668	25.740315485844	0.000248854751003567	0.76690262388976	0.511557434126673	0.88875992686606	0.11213440595183
HMDB0000148	L-Glutamic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	8	0.334369424139048	0.185859212000524	0.467943888605314	0.0013254294900118	-0.043003724297063	0.738483016331156	17.394881235706	0.0150198950101708	0.597582765576387	0.123761375609581	0.815187751311685	0.0239996665095535
HMDB0059655	2-Hydroxyglutarate	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	6	0.148756378154409	-0.0470983329596439	0.333596841160452	0.10789899922139	-0.307828542672751	0.607565403840273	12.9672416229633	0.023687691061217	0.614412984242875	0.0586118822499779	0.842065834572213	0.168322438785369
HMDB0000696	L-Methionine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	7	0.284651895745291	-0.0154873958428317	0.537734044943234	0.0591281660031489	-0.488836601247006	1.07431038031001	39.8617837461617	0.000000484907935841719	0.84947989186315	0.70838730395333	0.922306870514639	0.118691097932792
HMDB0000098	D-Xylose	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	6	0.295984156873175	0.0509304738871462	0.507420909801507	0.0272773080026231	-0.320502263035236	0.930727054891505	18.4990548888614	0.00238179776670924	0.729715921703081	0.379021134125754	0.882357537437339	0.0875059909663895
HMDB0000764	Hydrocinnamic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	6	0.326139571270884	0.215052343643097	0.428894921416604	0.000780273207021719	0.203448071194014	0.473556340949755	5.06936986858232	0.407473040992834	0.0136841205871059	0	0.749718740042845	0.0239996665095535
HMDB0000132	Guanine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	6	0.138215647640349	0.0127882584950181	0.25936087811592	0.0366385313302672	-0.0335455540900354	0.31175757978264	5.54313931012317	0.353238684415721	0.0979840627731043	0	0.771110158537684	0.0972363182964434
HMDB0000292	Xanthine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	6	0.342571743888641	0.0689537053485027	0.568256004195331	0.0243426762242164	-0.421423289338743	1.13542991288895	25.9178565378925	0.0000925695251477598	0.807082812087879	0.584202374935196	0.910492414702657	0.0850282228938599
HMDB0000177	L-Histidine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	7	0.205489321153946	0.0446361086895552	0.355956993488007	0.020738002632918	-0.185355631926168	0.602270044220312	14.3970882156525	0.0255016963020777	0.583249063274003	0.0374747500548433	0.819556584856457	0.0754863295838214
HMDB0000226	Orotic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	4	0.269256085238052	-0.133701987967419	0.595813019533407	0.121871665422478	-0.811722142617668	1.36384531422134	11.61885078522	0.00880967561472736	0.741798904602837	0.279050743019273	0.907527742044574	0.179843052218035
HMDB0000555	3-Methyladipic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	4	0.523038056370449	0.244511005981253	0.721831915601256	0.011350059441256	-0.251960915002843	1.41298655039542	7.74838562710853	0.0515083584519534	0.61282257435611	0	0.870296950364145	0.060460770477093
HMDB0000174	L-Fucose	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	4	0.106060644088897	-0.0535469034229547	0.260383955464367	0.124565111597702	-0.109938272111171	0.322860346275708	1.82125872773503	0.610319761487471	0	0	0.747776134594344	0.181851740460817
HMDB0000159	L-Phenylalanine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	8	0.32298751857942	0.112091167834691	0.506041201326557	0.00920265804279977	-0.244529978034638	0.914487998815253	30.4525103058427	0.0000784212636882586	0.770133892749822	0.543389308229802	0.884281230784357	0.0578209896032606
HMDB0000289	Uric acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	6	0.310115807327579	0.104564160903638	0.490257533685293	0.0123588028849533	-0.165588723174319	0.806935791203867	13.8381001350081	0.0166711988637415	0.638678723869701	0.126691627728995	0.8505074854087	0.0612525657579514
HMDB0003070	Shikimic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	TRUE	3	0.0614995654709811	-0.505423028584604	0.591335882904281	0.709950694186021	-3.28313483151703	3.40628938427629	7.17811800284952	0.0276243126355517	0.721375435844597	0.0584523166548857	0.917548894098512	0.748326407385265
